STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,STDNT_MAJOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,FATHER_HI_EDU_CD,MOTHER_HI_EDU_CD,DEGREE_GROUP_CD,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
18,M,BGD 1,Y,Health and Physical Education,930.0,200708,ARTH 1100,C,ENGL 1101,C,HIST 2111,C,ENGL 1101,A,200802,ENGL 1102,C,POLS 1101,C,MATH 1101,A,On Campus,1,138.0,3.33,4.0,4.0,B,16,16,12.0,12.0,0,0,0,0.0
18,F,BGD 1,Y,Biology,1190.0,200808,ARTH 1100,C,CHEM 1211,C,CHEM 1211L,C,MATH 1113,B,200902,ENGL 1102,C,HIST 2111,C,COMM 1110,A,Off Campus,1,150.0,3.11,3.0,2.0,B,12,12,18.0,18.0,492360,1296900,804540,144780.0
18,F,BGD 1,Y,Art,1030.0,200808,ARTH 1100,C,HIST 2111,C,ENGL 1101,B,ITDS 2735,A,200902,COMM 1110,C,POLS 1101,C,ENGL 1102,B,Off Campus,1,69.0,2.68,3.0,3.0,B,12,12,12.0,12.0,0,0,0,0.0
18,F,BGD 1,Y,History,1070.0,200908,ARTH 1100,C,HIST 1112,C,HIST 2112,B,ENGL 1102,A,201002,GEOG 1101I,C,PSYC 1101,C,ENGL 1101,B,On Campus,1,90.0,2.64,3.0,3.0,B,15,15,13.0,12.0,0,1025700,1834440,-202500.0
17,F,BGD 1,Y,Theatre Arts,910.0,201008,ARTH 1100I,C,POLS 1101,C,ENGL 1101I,B,COMM 1110,A,201102,HIST 2111,C,PSYC 1101,C,SOCI 1101,C,On Campus,1,150.0,2.93,4.0,2.0,B,13,13,18.0,18.0,0,0,0,0.0
18,F,BGD 1,Y,Psychology,990.0,200608,BIOL 1125,C,MATH 1111,C,MUSC 1100,B,ENGL 1101,A,200702,HIST 2112,C,PSYC 1101,C,COMM 1110,A,Off Campus,1,69.0,3.0,2.0,3.0,B,15,15,14.0,11.0,1187280,1187280,0,639840.0
18,M,BGD 3,Y,Psychology,870.0,200908,BIOL 1215K,C,PSYC 1101,C,ENGL 1101,B,HIST 2111,B,201002,COMM 1110,C,ENGL 1102,C,GEOL 1110,C,On Campus,1,138.0,2.86,2.0,3.0,B,16,16,16.0,12.0,0,0,0,0.0
18,F,BGD 1,Y,English and Secondary Ed,1110.0,200908,BIOL 1215K,C,COMM 1110,C,ENGL 1101,A,ENGL 1101,A,201002,PSYC 1101,C,SPAN 1002,C,ENGL 1102,B,On Campus,1,69.0,3.28,2.0,2.0,B,13,13,18.0,18.0,681480,1418100,736620,621480.0
17,F,BGD 3,Y,Nursing,950.0,200708,CHEM 1151,C,CHEM 1151L,C,MUSC 1100,B,ENGL 1101,A,200802,COMM 1110,C,ENGL 1101,C,MATH 1101,B,On Campus,1,0.0,2.57,3.0,3.0,B,12,12,14.0,9.0,0,0,0,0.0
17,F,BGD 3,Y,Pre-Nursing,870.0,200808,CHEM 1151,C,CHEM 1151L,C,ENGL 1101,C,MATH 1111,C,200902,CPSC 1105,C,ENGL 1102,C,ITDS 2749,A,On Campus,1,0.0,2.63,2.0,3.0,B,13,13,13.0,10.0,0,0,0,0.0
18,F,BGD 3,N,Pre-Nursing,950.0,200908,CHEM 1151,C,ENGL 1101,C,ITDS 2748,C,MATH 1101,B,201002,COMM 1110,C,ENGL 1102,C,SOCI 1101,B,Off Campus,1,0.0,2.8,2.0,2.0,B,13,13,14.0,11.0,654660,1324500,416580,336660.0
18,F,BGD 6,Y,Pre-Nursing,830.0,201008,CHEM 1151,C,CHEM 1151L,C,ECON 2105,C,ENGL 1101,B,201102,COMM 1110,C,ENGL 1102,C,HIST 2112,C,On Campus,1,69.0,2.83,2.0,2.0,B,14,10,16.0,16.0,0,0,0,0.0
18,M,BGD 6,Y,Engineering Studies,1150.0,200608,CHEM 1211,C,MATH 1131,C,MUSC 1100,B,CHEM 1211L,A,200702,HIST 2111,C,MATH 1132,C,ENGL 1101,B,Off Campus,1,0.0,2.93,3.0,3.0,B,16,13,14.0,7.0,0,0,0,0.0
18,M,BGD 1,Y,Undeclared,910.0,200808,CHEM 1211,C,ENGL 1101,C,MATH 1111,C,COMM 1110,B,200902,ECON 2105,C,ENGL 1102,C,MATH 1113,B,Off Campus,1,69.0,3.18,3.0,3.0,B,13,13,12.0,12.0,0,0,1540080,0.0
18,F,BGD 1,Y,Chemistry,990.0,200808,CHEM 1211,C,ENGL 1101,C,CHEM 1211L,B,HIST 2111,B,200902,ENGL 1102,C,MATH 1111,C,MUSC 1100,B,Off Campus,1,69.0,2.58,3.0,3.0,B,14,10,13.0,13.0,0,0,0,0.0
18,M,BGD 2,Y,Chemistry,910.0,200808,CHEM 1211,C,HIST 2112,C,POLS 1101,C,CHEM 1211L,B,200902,ENGL 1102,C,ITDS 1155,C,COMM 1110,A,On Campus,1,90.0,3.48,2.0,2.0,B,13,13,14.0,11.0,0,0,0,0.0
18,F,BGD 1,Y,Biology,950.0,200908,CHEM 1211,C,CHEM 1211L,C,ITDS 2748,C,BIOL 1215K,A,201002,ITDS 1155,C,MATH 1111,C,ENGL 1102,B,Off Campus,1,69.0,3.53,3.0,3.0,B,16,12,17.0,17.0,0,1324500,2644620,-477420.0
18,M,BGD 3,Y,Chemistry,830.0,200908,CHEM 1211,C,ENGL 1101,C,CHEM 1211L,B,ITDS 2749,B,201002,ENGL 1102,C,PSYC 1101,C,COMM 1110,B,On Campus,1,150.0,3.23,2.0,2.0,B,15,11,19.0,16.0,1412520,1418100,5580,144180.0
18,M,BGD 4,Y,Health Science,1110.0,200908,CHEM 1211,C,MATH 1113,C,CHEM 1211L,B,ENGL 1101,B,201002,BIOL 1215K,C,STAT 1127,C,COMM 1110,B,On Campus,1,90.0,3.85,2.0,3.0,B,17,17,14.0,14.0,394800,1418100,1023300,-94620.0
18,F,BGD 3,Y,Health Science,830.0,201008,CHEM 1211L,C,COMM 1110,C,ENGL 1101,C,HIST 2111,C,201102,BIOL 1215K,C,SPAN 1002,C,ITDS 1156,B,On Campus,1,138.0,3.19,3.0,3.0,B,16,13,17.0,9.0,0,0,0,0.0
18,F,BGD 1,Y,English and Secondary Ed,1030.0,200608,COMM 1110,C,HIST 2112,C,ENGL 1101,B,THEA 1100,B,200702,ENGL 1102,C,ITDS 2735,C,POLS 1101,C,On Campus,1,69.0,3.0,2.0,3.0,B,12,9,16.0,13.0,0,0,0,0.0
18,F,BGD 4,Y,Nursing,870.0,200708,COMM 1110,C,ENGL 1101,C,HIST 2111,C,ARTH 1100,B,200802,CHEM 1151,C,CHEM 1151L,C,ITDS 1155,C,On Campus,1,69.0,3.19,2.0,2.0,B,13,10,13.0,13.0,1025220,1233900,208680,589740.0
18,F,BGD 2,N,Health Science,950.0,200808,COMM 1110,C,MATH 1111,C,POLS 1101,C,ENGL 1101,B,200902,PSYC 1101,C,THEA 1100,C,ENGL 1102,B,Off Campus,0,90.0,3.5,3.0,3.0,B,15,15,13.0,13.0,0,0,0,0.0
18,M,BGD 1,N,Political Science,1110.0,200908,COMM 1110,C,SPAN 1001,C,GEOL 1110,B,POLS 2401,A,201002,SPAN 1001,C,STAT 1127,C,ITDS 1145,B,Off Campus,1,421.0,2.82,2.0,2.0,B,15,12,15.0,15.0,0,0,30720,0.0
18,F,BGD 1,Y,Exercise Science,910.0,201008,COMM 1110,C,ENGL 1101,C,MATH 1111,C,COMM 1110,A,201102,ENGL 1102,C,HIST 2112,C,THEA 1100,B,On Campus,1,150.0,2.9,2.0,2.0,B,13,12,16.0,16.0,0,0,0,0.0
18,F,BGD 4,Y,English Language/Literature,1070.0,200908,CPSC 1105,C,HIST 2111,C,STAT 1127,C,ENGL 1101,B,201002,ENGL 1102,C,MUSC 1100,C,POLS 1101,C,On Campus,1,150.0,2.46,2.0,2.0,B,15,15,14.0,14.0,497640,1025700,528060,287640.0
18,F,BGD 1,Y,Communication,950.0,201008,CPSC 1105,C,PSYC 1101,C,COMM 1110,B,ENGL 1101,B,201102,BIOL 1125,C,HIST 1111,C,ENGL 1102,B,On Campus,0,150.0,2.4,3.0,3.0,B,15,15,15.0,15.0,0,0,0,0.0
17,M,BGD 3,Y,Computer Science - Systems,530.0,200708,CPSC 1301,C,MATH 1111,C,MUSC 1100,C,ENGL 1101,B,200802,ENGL 1102,C,HIST 2112,C,MATH 1113,C,On Campus,1,150.0,2.53,4.0,3.0,B,15,15,15.0,15.0,0,0,0,0.0
17,M,BGD 6,Y,Information Technology,1030.0,201008,CPSC 1301,C,CPSC 1301L,C,ECON 2106,C,ENGL 1101,C,201102,HIST 2111,C,LEAD 1705,C,ENGL 1102,B,Off Campus,1,69.0,2.8,2.0,4.0,B,16,16,14.0,14.0,0,0,0,0.0
18,M,BGD 1,Y,Criminal Justice,950.0,200508,ECON 2105,C,ENGL 1101,C,HIST 2112,C,POLS 1101,C,200602,ARTH 1100,C,ENGL 1102,C,MATH 1111,C,On Campus,1,90.0,2.89,3.0,3.0,B,12,12,14.0,14.0,0,0,0,0.0
25,M,BGD 1,N,Management,950.0,200608,ECON 2105,C,ENGL 1101,C,SPAN 1001,A,POLS 1101,A,200702,ECON 2106,C,SPAN 1002,C,ENGL 1102,A,Off Campus,1,69.0,3.26,3.0,3.0,B,16,15,18.0,12.0,0,240120,0,-431640.0
18,M,BGD 1,Y,Undeclared,530.0,200808,ECON 2105,C,ENGL 1101,C,HIST 2112,C,ENGL 1101,A,200902,ENGL 1102,C,HIST 2111,C,MATH 1111,C,Off Campus,0,69.0,3.13,3.0,3.0,B,15,11,15.0,15.0,702600,1306020,603420,234420.0
18,F,BGD 3,Y,Pre-Nursing,790.0,201008,ECON 2105,C,ENGL 1101,C,CHEM 1151L,A,ENGL 1101,A,201102,CHEM 1151,C,ENGL 1102,C,MATH 1101,C,Off Campus,1,0.0,3.0,4.0,4.0,B,13,9,12.0,12.0,0,0,0,0.0
18,M,BGD 1,Y,Engineering Studies,1190.0,200508,ECON 2106,C,ENGL 1101,C,HIST 2112,C,POLS 1101,B,200602,CPSC 1301,C,ECON 2105,C,ARTH 1100,B,Off Campus,1,69.0,3.25,3.0,3.0,B,12,12,12.0,12.0,0,0,0,0.0
18,F,BGD 1,Y,Joint Enrollment - Accel,990.0,200808,ECON 2106,C,MUSC 1100,C,ENGL 1101,B,HIST 2111,A,200902,ENGL 1101,C,MATH 1111,C,ITDS 2735,A,Off Campus,1,69.0,3.5,3.0,3.0,B,13,9,13.0,13.0,0,217920,0,-217920.0
18,M,BGD 2,Y,Pre-Business,910.0,200908,ECON 2106,C,THEA 1100,C,ENGL 1101,B,ENGL 1101,A,201002,ECON 2105,C,PSYC 1101,C,ENGL 1102,B,On Campus,1,150.0,3.69,2.0,3.0,B,13,12,17.0,12.0,1354380,1418100,63720,256680.0
19,M,BGD 1,N,English Language/Literature,950.0,200908,ENGL 1101,C,HIST 2111,C,HIST 1112,B,THEA 1100,B,201002,ENGL 1102,C,HIST 1111,C,HIST 2112,C,On Campus,0,190.0,2.93,2.0,2.0,B,15,15,12.0,12.0,935040,1418100,483060,307620.0
18,F,BGD 1,Y,Undeclared,950.0,201008,ENGL 1101,C,GEOL 1110,C,MATH 1111,C,ARTH 1100,B,201102,BIOL 1215K,C,ENGL 1102,C,POLS 1101,C,On Campus,1,150.0,2.5,3.0,3.0,B,15,15,16.0,16.0,0,0,0,0.0
18,F,BGD 3,Y,Criminal Justice,870.0,200508,HIST 2111,C,MATH 1111,C,ENGL 1101,B,SPAN 1001,A,200602,ENGL 1102,C,MATH 1113,C,PSYC 1101,C,On Campus,1,188.0,2.63,3.0,3.0,B,12,12,18.0,18.0,0,0,0,0.0
18,M,BGD 4,Y,Chemistry,1030.0,200608,HIST 2111,C,THEA 1100,C,ENGL 1101,B,PSYC 1101,B,200702,COMM 1110,C,MATH 1111,C,ENGL 1102,B,On Campus,1,176.0,3.19,2.0,2.0,B,15,15,16.0,16.0,0,1176420,1530540,-299160.0
18,F,BGD 1,Y,Pre-Business,870.0,200908,HIST 2112,C,SPAN 1001,C,ENGL 1101,B,ENGL 1101,A,201002,MATH 1111,C,POLS 1101,C,ENGL 1102,A,Off Campus,1,69.0,3.0,3.0,3.0,B,16,12,15.0,15.0,1002540,1316580,314040,585120.0
18,F,BGD 3,Y,Marketing,910.0,200608,MATH 1101,C,MUSC 1100,C,LEAD 1705,B,ENGL 1101,A,200702,COMM 1110,C,HIST 2112,C,THEA 1100,B,Off Campus,0,69.0,3.13,3.0,2.0,B,14,11,13.0,13.0,0,0,0,0.0
18,F,BGD 6,N,Art,990.0,200508,MATH 1111,C,POLS 1101,C,ENGL 1101,B,HIST 2111,A,200602,CPSC 1301,C,PSYC 1101,C,COMM 1110,A,On Campus,0,1078.0,3.64,3.0,3.0,B,15,15,18.0,18.0,0,1270680,1639140,-18000.0
18,F,BGD 3,Y,Criminal Justice,950.0,200908,MATH 1111,C,SOCI 1101,C,ENGL 1101,A,HIST 2111,A,201002,BIOL 1125,C,HIST 1112I,C,CPSC 1105,B,On Campus,1,0.0,2.93,2.0,2.0,B,15,15,17.0,15.0,1418100,1418100,0,231900.0
18,M,BGD 3,Y,Marketing,790.0,200808,ARTH 1100,D,ECON 2106,C,ENGL 1101,C,HIST 2112,C,200902,ECON 2105,C,MATH 1101,C,ENGL 1102,B,Off Campus,1,69.0,3.0,3.0,3.0,B,12,9,12.0,9.0,0,1255740,5999940,-347580.0
18,F,BGD 1,Y,Undeclared,1150.0,200808,ARTH 1100,D,HIST 2111,C,ENGL 1101,B,ITDS 2735,A,200902,GEOL 1110,C,PSYC 1101,C,ENGL 1102,B,Off Campus,1,69.0,3.53,2.0,2.0,B,14,10,16.0,16.0,0,1255740,2009940,-347580.0
18,F,BGD 1,Y,Early Childhood Education,1030.0,200908,ARTH 1100,D,SOCI 1101,C,CPSC 1105,B,COMM 1110,B,201002,ENGL 1102,C,HIST 2111,C,ITDS 1156,B,On Campus,0,138.0,3.2,3.0,3.0,B,16,16,17.0,17.0,0,451620,0,-417420.0
18,M,BGD 3,Y,English Language/Literature,870.0,200908,ASTR 1305,D,ASTR 1105,C,ENGL 1101,C,HIST 1112,C,201002,COMM 1110,C,POLS 1101,C,ENGL 1102,B,On Campus,1,90.0,3.2,2.0,2.0,B,16,13,12.0,12.0,711720,1418100,706380,222300.0
18,F,BGD 3,Y,Pre-Nursing,830.0,200908,CHEM 1151,D,ENGL 1101,C,CPSC 1105,B,CHEM 1151L,B,201002,COMM 1110,C,ENGL 1102,C,HIST 2111,C,On Campus,1,69.0,2.44,2.0,2.0,B,13,13,16.0,16.0,1418100,1418100,0,298994.39999999997
17,F,BGD 1,Y,Biology,950.0,200908,CHEM 1211,D,CHEM 1211L,C,HIST 1111,C,BIOL 1215K,B,201002,COMM 1110,C,POLS 1101,C,ENGL 1102,B,Off Campus,1,69.0,3.1,4.0,4.0,B,17,17,16.0,16.0,490440,1417380,926940,46500.0
19,M,BGD 3,Y,Management,830.0,200608,COMM 1110,D,ECON 2105,C,ENGL 1101,C,POLS 1101,B,200702,ECON 2106,C,ENGL 1102,C,MATH 1111,C,Off Campus,1,69.0,2.77,4.0,3.0,B,17,10,14.0,14.0,0,0,0,0.0
17,M,BGD 3,Y,Exercise Science,950.0,200708,COMM 1110,D,MATH 1101,C,ENGL 1101,B,ARTH 1100,A,200802,ENGL 1102,C,MUSC 1100,C,SPAN 1001,C,Off Campus,1,69.0,2.32,3.0,3.0,B,12,9,9.0,9.0,0,0,0,0.0
17,F,BGD 3,Y,Communication,1070.0,201008,COMM 1110,D,ENGL 1101,C,PSYC 1101,C,HIST 2111,B,201102,CHEM 1151,C,POLS 1101,C,CHEM 1151L,B,Off Campus,1,0.0,3.5,3.0,2.0,B,15,15,14.0,14.0,0,0,0,0.0
17,M,BGD 3,Y,Computer Science - Systems,1070.0,200708,CPSC 1301,D,CHEM 1151L,C,CPSC 1301L,B,CHEM 1151,B,200802,ENGL 1101,C,PSYC 1101,C,MATH 1113,A,Off Campus,1,0.0,3.74,3.0,3.0,B,14,14,12.0,12.0,384900,1201500,816600,28020.0
18,M,BGD 1,Y,Biology,990.0,200508,ECON 2105,D,MATH 1111,C,ENGL 1101,B,ENGL 1101,A,200602,HIST 2112,C,MATH 1113,C,ENGL 1102,B,Off Campus,0,0.0,2.87,3.0,2.0,B,13,13,12.0,12.0,0,0,0,0.0
19,M,BGD 1,Y,Theatre Arts,1110.0,200908,ECON 2105,D,ENGL 1101,C,THEA 1100,B,ARTH 1100I,A,201002,CHEM 1151,C,MATH 1101,C,THEA 1100,B,On Campus,1,769.0,2.78,3.0,2.0,B,14,10,15.0,15.0,1087320,1418100,330780,646240.8
18,F,BGD 1,N,Nursing,1070.0,200508,ECON 2106,D,MATH 1111,C,HIST 2112,B,CHEM 1151L,A,200602,ENGL 1101,C,POLS 1101,C,HIST 2112,A,Off Campus,1,0.0,3.06,3.0,3.0,B,13,9,12.0,12.0,0,0,0,0.0
18,F,BGD 3,N,Communication,990.0,201008,ENGL 1101I,D,ARTH 1100I,C,MATH 1111,B,SOCI 1101,B,201102,BIOL 1125,C,HIST 2111,C,ENGL 1101,A,On Campus,1,0.0,3.81,4.0,3.0,B,12,9,12.0,12.0,0,301080,0,0.0
18,F,BGD 1,Y,Early Childhood Education,910.0,200808,FREN 1002,D,PSYC 1101,C,ENGL 1101,B,ITDS 2735,A,200902,ENGL 1102,C,HIST 2111,C,COMM 1110,A,Off Campus,1,69.0,3.14,3.0,3.0,B,14,9,12.0,12.0,0,1255740,1466940,-371580.0
17,F,BGD 3,Y,Biology,990.0,200708,HIST 1111,D,MATH 1101,C,ENGL 1101,B,ENGL 1101,A,200802,ENGL 1101,C,HIST 2112,C,SPAN 1001,C,Off Campus,1,69.0,3.26,2.0,2.0,B,13,13,13.0,10.0,0,0,0,0.0
18,M,BGD 1,Y,Undeclared,1110.0,200608,HIST 1112,D,MUSC 1100,C,COMM 1110,B,ITDS 2735,A,200702,ITDS 2735,C,POLS 1101,C,ENGL 1101,B,Off Campus,1,69.0,3.57,2.0,2.0,B,15,12,12.0,12.0,0,0,0,0.0
18,F,BGD 1,Y,Biology,990.0,200908,HIST 2111,D,COMM 1110,C,ENGL 1101,A,ENGL 1101,A,201002,BIOL 1215K,C,PSYC 1101,C,ITDS 2735,B,Off Campus,1,69.0,3.13,3.0,3.0,B,17,13,12.0,8.0,0,451620,0,-417420.0
18,F,BGD 1,Y,Early Childhood Education,830.0,201008,HIST 2111,D,ECON 2105,C,PSYC 1101,C,BIOL 1215K,A,201102,GEOL 1110,C,MATH 1111,C,CPSC 1105,B,On Campus,1,150.0,3.29,2.0,2.0,B,14,14,16.0,16.0,0,0,0,0.0
18,M,BGD 3,Y,Music,990.0,201008,HIST 2111,D,MATH 1111,C,ITDS 1146,B,ITDS 2735,A,201102,BIOL 1125,C,COMM 1110I,C,MUSC 1100,B,On Campus,1,136.0,2.67,2.0,2.0,B,12,12,12.0,12.0,0,0,0,0.0
18,M,BGD 1,Y,Communication,950.0,200608,HIST 2112,D,ECON 2105,C,ENGL 1101,C,POLS 1101,A,200702,ECON 2106,C,ENGL 1102,C,MUSC 1100,C,Off Campus,1,69.0,3.2,3.0,3.0,B,14,14,13.0,13.0,0,0,0,0.0
18,M,BGD 1,Y,Undeclared,990.0,200808,HIST 2112,D,MATH 1111,C,SPAN 1001,C,ENGL 1101,A,200902,COMM 1110,C,MATH 1113,C,ENGL 1101,B,Off Campus,1,150.0,2.97,3.0,3.0,B,12,12,9.0,9.0,0,0,0,0.0
18,F,BGD 3,Y,Mathematics,870.0,200808,HIST 2112,D,ENGL 1101,C,MATH 1111,A,Unknown,C,200902,ENGL 1102,C,MATH 1113,C,COMM 1110,A,On Campus,1,90.0,3.27,4.0,3.0,B,13,13,14.0,14.0,1284780,1306020,21240,224580.0
18,F,BGD 1,Y,Early Childhood Education,1150.0,200808,HIST 2112,D,ENGL 1101,C,ITDS 2735,B,ITDS 2735,A,200902,GEOL 1110,C,MATH 1111,C,ENGL 1102,B,Off Campus,1,138.0,3.26,2.0,2.0,B,14,10,15.0,15.0,871980,1306020,434040,314400.0
18,F,BGD 1,Y,Psychology,990.0,201008,HIST 2112,D,ARTH 1100,C,ENGL 1102,B,PSYC 1101,B,201102,ECON 2105,C,POLS 1101,C,GEOL 1110,B,On Campus,0,69.0,3.13,2.0,2.0,B,12,12,13.0,13.0,0,0,0,0.0
18,M,BGD 3,Y,Undeclared,830.0,200508,MATH 1111,D,ENGL 1101,C,ENGL 1101,B,ENGL 1101,A,200602,COMM 1110,C,ENGL 1102,C,HIST 2111,C,Off Campus,1,0.0,2.81,2.0,2.0,B,12,9,12.0,12.0,0,1151640,647520,-288180.0
18,F,BGD 3,Y,Biology,950.0,200508,MATH 1111,D,ENGL 1101,C,HIST 2112,C,POLS 1101,B,200602,ENGL 1102,C,THEA 1100,C,MUSC 1100,A,On Campus,1,190.0,3.54,2.0,2.0,B,13,10,15.0,12.0,0,0,0,0.0
18,M,BGD 1,N,Computer Science - Systems,1070.0,200508,MATH 1111,D,COMM 1110,C,ENGL 1101,B,CPSC 1301,A,200602,ENGL 1102,C,HIST 2111,C,HIST 2112,A,Off Campus,1,0.0,2.53,3.0,3.0,B,12,12,12.0,12.0,0,0,0,0.0
18,F,BGD 1,N,General Business,1300.0,200808,MATH 1111,D,ARTH 1100,C,ENGL 1101,C,HIST 2111,B,200902,ECON 2105,C,STAT 1127,C,ENGL 1102,B,Off Campus,1,69.0,2.57,2.0,3.0,B,12,9,14.0,14.0,903300,976320,73020,649440.0
18,F,BGD 3,Y,Pre-Business,830.0,200908,MATH 1111,D,ASTR 1105,C,COMM 1110,B,ENGL 1101,B,201002,MATH 1125,C,POLS 1101,C,ENGL 1102,B,On Campus,1,69.0,3.35,2.0,2.0,B,16,13,16.0,16.0,0,0,0,0.0
18,M,BGD 1,Y,Computer Science - Games,1220.0,201008,MATH 1131,D,ECON 2106,C,CPSC 1301,B,ENGL 1101,B,201102,HIST 2112,C,MATH 1131,C,COMM 1110,B,On Campus,1,90.0,3.87,2.0,3.0,B,17,13,18.0,18.0,0,0,0,0.0
18,F,BGD 1,Y,Nursing,950.0,200508,POLS 1101,D,ECON 2105,C,CHEM 1151L,A,CHEM 1151L,A,200602,HIST 2111,C,MATH 1111,C,ENGL 1101,B,Off Campus,1,69.0,3.0,4.0,2.0,B,13,3,13.0,13.0,802020,1151640,349620,356340.0
18,F,BGD 3,Y,Criminal Justice,870.0,200908,POLS 1101,D,BIOL 1215K,C,ENGL 1101,A,ARTH 1100,A,201002,ENGL 1102,C,MATH 1111,C,CPSC 1105,B,Off Campus,0,0.0,3.6,4.0,2.0,B,16,16,15.0,15.0,1409460,1409460,0,447960.0
18,F,BGD 1,Y,Undeclared,1070.0,201008,PSYC 1101,D,ENGL 1101,C,HIST 2112,C,ENGL 1101,A,201102,CHEM 1151,C,COMM 1110,C,CHEM 1151L,B,On Campus,1,69.0,3.4,3.0,2.0,B,17,6,17.0,17.0,0,0,0,0.0
18,F,BGD 3,Y,Pre-Nursing,950.0,200908,CHEM 1151,F,CPSC 1105,C,ENGL 1101,C,CHEM 1151L,B,201002,CHEM 1151,C,COMM 1110,C,HIST 2111,C,On Campus,1,69.0,2.75,2.0,2.0,B,13,10,15.0,15.0,1276140,1418100,141960,778140.0
17,F,BGD 3,Y,Biology,910.0,200508,CHEM 1211,F,CHEM 1211L,C,ENGL 1101,B,MATH 1111,B,200602,ENGL 1102,C,MATH 1113,C,MUSC 1100,C,On Campus,1,150.0,2.72,3.0,2.0,B,13,10,13.0,10.0,0,0,0,0.0
18,M,BGD 4,Y,Engineering Studies,1110.0,200608,CHEM 1211,F,MATH 1131,C,CHEM 1211L,A,ENGL 1101,A,200702,ARTH 1100,C,MATH 1132,C,COMM 1110,B,On Campus,1,0.0,3.47,3.0,3.0,B,16,13,14.0,14.0,0,0,0,0.0
18,M,BGD 1,Y,Undeclared,870.0,200908,CHEM 1211,F,CHEM 1211L,C,ITDS 2749,A,MUSC 1100,A,201002,ENGL 1101,C,MATH 1111,C,MUSC 1100,A,Off Campus,1,69.0,2.5,2.0,3.0,B,15,8,15.0,15.0,0,369000,845100,0.0
18,M,BGD 3,Y,Biology,830.0,200908,CHEM 1211,F,CHEM 1211L,C,HIST 1111,C,PSYC 1101,C,201002,BIOL 1215K,C,ENGL 1101,C,COMM 1110,A,Off Campus,1,69.0,2.81,2.0,3.0,B,16,13,15.0,11.0,1214100,1418100,204000,761100.0
17,M,BGD 3,Y,Undeclared,990.0,201008,COMM 1110,F,ENGL 1101,C,HIST 2111,C,MATH 1111,C,201102,ECON 2105,C,ENVS 1105,C,SPAN 1001,A,Off Campus,1,0.0,2.68,3.0,3.0,B,12,9,14.0,14.0,0,150540,0,-139140.0
18,F,BGD 1,Y,Pre-Nursing,1150.0,201008,CPSC 1105,F,PSYC 1101,C,MATH 1101,B,ITDS 2749,A,201102,CHEM 1151,C,COMM 1110,C,SOCI 1101,C,Off Campus,0,69.0,4.0,4.0,3.0,B,12,9,13.0,13.0,0,0,0,0.0
18,F,BGD 3,Y,Health Science,1030.0,201008,ENGL 1101,F,CHEM 1211,C,HIST 1112,C,CHEM 1211L,B,201102,COMM 1110,C,MATH 1111,C,SOCI 1101,B,On Campus,1,90.0,3.0,3.0,3.0,B,13,10,16.0,16.0,0,0,0,0.0
18,F,BGD 1,Y,Undeclared,1190.0,200808,HIST 2111,F,ANTH 1107,C,ENGL 1101,C,PSYC 1101,C,200902,ARTH 1100,C,ENGL 1102,C,SPAN 1001,B,Off Campus,1,0.0,3.18,3.0,3.0,B,15,12,17.0,17.0,0,0,0,0.0
18,F,BGD 1,Y,Early Childhood Education,950.0,200908,HIST 2111,F,MUSC 1100,C,PSYC 1101,C,ENGL 1101,B,201002,COMM 1110,C,ENGL 1102,C,SPAN 1001,B,Off Campus,1,69.0,3.44,3.0,3.0,B,13,10,12.0,12.0,484320,1324500,840180,114000.0
18,F,BGD 1,N,General Studies/AS,790.0,201008,ITDS 2749,F,COMM 1110,C,ENGL 1101,B,COMM 1110,A,201102,HIST 2111,C,ITDS 2735,C,SOCI 1101,C,Off Campus,0,0.0,2.75,2.0,2.0,A,12,6,13.0,10.0,0,0,0,0.0
18,F,BGD 1,Y,Undeclared,1110.0,201008,MATH 1101,F,BIOL 1215K,C,ARTH 1100I,B,ENGL 1101I,B,201102,ENGL 1102,C,GEOL 1110,C,HIST 2112,C,Off Campus,1,69.0,3.07,2.0,3.0,B,13,10,13.0,13.0,0,0,0,0.0
18,M,BGD 1,Y,Accounting,1030.0,200508,MATH 1111,F,HIST 2112,C,COMM 1110,A,POLS 1101,A,200602,ECON 2105,C,ENGL 1101,C,THEA 1100,B,On Campus,1,69.0,2.93,3.0,3.0,B,14,7,12.0,9.0,0,0,0,0.0
