STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7852460,18,F,BGD 1,Y,N,Early Childhood Education,N,530.0,200908,ITDS 2735,C,CPSC 1105,B,HIST 2111,B,201002,ECON 2105,C,POLS 1101,C,ENGL 1101,A,Off Campus,1,69.0,3.7,SCHOOL 9,Middle School/Junior High,High School,Bachelors,14,10,13.0,13.0,800100,1316580,516480,275220.0
7847256,18,M,BGD 1,Y,N,Criminal Justice,N,910.0,201008,ITDS 2735,C,HIST 2111,B,ENGL 1101,A,201102,MATH 1111,C,THEA 1100,C,CPSC 1105,B,On Campus,0,215.0,3.44,SCHOOL 288,College/Beyond,College/Beyond,Bachelors,14,10,18.0,18.0,0,0,0,0.0
7949327,18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,1150.0,200908,ITDS 2748,C,CHEM 1211L,B,MUSC 1100,B,201002,HIST 1112I,C,MATH 1132,C,ENGL 1102,B,Off Campus,1,69.0,2.78,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,16,16,19.0,19.0,864660,1417380,552720,237240.0
7773607,18,F,BGD 1,Y,N,Biology,N,990.0,200508,MATH 1111,C,THEA 1100,B,POLS 2401,B,200602,HIST 2112,C,MATH 1113,C,POLS 1101,B,On Campus,1,0.0,3.19,SCHOOL 44,No Information,No Information,Bachelors,13,13,14.0,10.0,0,0,0,0.0
7784556,18,M,BGD 1,Y,N,General Business,N,990.0,200608,MATH 1111,C,ECON 2105,B,ENGL 1101,B,200702,ENGL 1102,C,HIST 2112,C,ECON 2106,B,Off Campus,1,69.0,2.53,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,12,9,12.0,12.0,0,0,0,0.0
7955858,18,F,BGD 6,Y,N,General Business,N,910.0,200808,MATH 1111,C,ARTH 1100,B,POLS 1101,B,200902,ECON 2105,C,ENGL 1102,C,HIST 2112,A,On Campus,1,69.0,3.37,SCHOOL 153,High School,High School,Bachelors,15,15,15.0,15.0,0,0,0,0.0
7768508,19,F,BGD 6,N,N,Undeclared,N,830.0,200808,MATH 1111,C,CPSC 1105,B,HIST 2111,B,200902,ECON 2105,C,POLS 1101,C,COMM 1110,B,Off Campus,1,1735.0,3.76,SCHOOL 1,High School,High School,Bachelors,15,15,13.0,13.0,0,0,0,0.0
7920228,18,M,BGD 1,Y,N,Health and Physical Education,N,990.0,201008,MATH 1111,C,ARTH 1100,B,ENGL 1101,A,201102,ENGL 1102,C,HIST 2111,C,ENVS 1105,B,On Campus,0,69.0,2.56,SCHOOL 153,High School,High School,Bachelors,13,12,13.0,13.0,0,0,0,0.0
7893038,18,M,BGD 1,Y,N,Computer Science - Games,N,1380.0,200908,MATH 1113,C,ENGL 1101,B,CPSC 1301L,A,201002,CPSC 1301,C,CPSC 1301L,C,ITDS 1145,C,Off Campus,0,69.0,3.56,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,12,12,13.0,13.0,1407060,1409460,2400,467640.0
7999514,18,M,BGD 1,Y,N,Pre-Business,N,1030.0,200908,MATH 1113,C,COMM 1110,B,ENGL 1101,B,201002,ENGL 1102,C,MATH 1125,C,HIST 1111,B,Off Campus,1,90.0,3.5,SCHOOL 22,College/Beyond,Other/Unknown,Bachelors,12,12,16.0,16.0,1131960,1409460,277500,570540.0
7816735,19,F,BGD 1,N,N,Music Performance,N,1190.0,201008,MUSC 1100,C,ENGL 1101,B,HIST 2111,A,201102,GEOG 1101I,C,MATH 1101,C,ENGL 1102,B,On Campus,1,574.0,3.26,SCHOOL 98,Other/Unknown,Other/Unknown,Bachelors,17,13,15.0,15.0,0,0,0,0.0
7858316,18,M,BGD 1,Y,N,General Business,N,990.0,200508,POLS 1101,C,ENGL 1101,B,HIST 2111,B,200602,ENGL 1102,C,MATH 1111,C,MUSC 1100,B,Off Campus,1,69.0,3.0,SCHOOL 10,No Information,No Information,Bachelors,12,12,12.0,12.0,0,0,0,0.0
7842258,18,F,BGD 3,Y,N,Management,N,950.0,200608,POLS 1101,C,ENGL 1101,B,SPAN 1001,A,200702,ECON 2106,C,THEA 1100,C,COMM 1110,B,On Campus,1,138.0,3.43,SCHOOL 138,High School,College/Beyond,Bachelors,15,15,16.0,12.0,0,0,0,0.0
7930895,18,M,BGD 3,Y,N,Criminal Justice,N,1110.0,200808,POLS 1101,C,COMM 1110,B,ENGL 1101,B,200902,ENGL 1102,C,GEOL 1110,C,HIST 2111,C,On Campus,1,150.0,2.82,SCHOOL 121,College/Beyond,College/Beyond,Bachelors,14,14,16.0,15.0,0,0,0,0.0
7863620,18,M,BGD 1,Y,N,Pre-Business,N,1110.0,200908,PSYC 1101,C,ENGL 1101,B,HIST 2111,A,201002,COMM 1110,C,ENGL 1102,C,GEOG 1101I,C,On Campus,0,150.0,2.96,SCHOOL 67,College/Beyond,High School,Bachelors,15,15,15.0,15.0,0,1410180,5999940,-432420.0
7780714,18,F,BGD 6,Y,N,Pre-Business,N,1070.0,201008,PSYC 1101,C,BIOL 1215K,B,ENGL 1101,A,201102,HIST 2111,C,MATH 1113,C,ENGL 1102,A,Off Campus,1,0.0,3.4,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,13,13,12.0,12.0,0,0,0,0.0
7895784,18,M,BGD 1,Y,N,Exercise Science,N,990.0,201008,PSYC 1101,C,ENGL 1101,B,HIST 2111,B,201102,CHEM 1151,C,ENGL 1102,C,ITDS 2735,C,Off Campus,1,69.0,3.42,SCHOOL 27,College/Beyond,College/Beyond,Bachelors,15,11,14.0,14.0,0,0,0,0.0
7822872,18,F,BGD 2,Y,N,Criminal Justice,N,950.0,200508,SPAN 1001,C,ENGL 1101,B,MATH 1111,B,200602,SPAN 1002,C,POLS 1101,C,ENGL 1102,B,On Campus,0,150.0,3.23,SCHOOL 140,High School,College/Beyond,Bachelors,15,15,18.0,18.0,596820,1146420,549600,191640.0
7921417,17,M,BGD 1,N,N,Pre-Nursing,N,1070.0,201008,CHEM 1151,D,ECON 2105,B,MATH 1101,B,201102,GEOL 1121,C,HIST 2111,C,POLS 1101,C,Off Campus,0,0.0,3.75,SCHOOL 7,High School,High School,Bachelors,13,13,12.0,12.0,0,0,0,0.0
7910403,18,F,BGD 3,Y,N,Pre-Nursing,Foundations of Business,870.0,201008,CHEM 1151,D,CHEM 1151L,B,ENGL 1101,B,201102,CHEM 1151,C,MATH 1101,C,ENGL 1102,B,On Campus,1,138.0,2.72,SCHOOL 44,High School,High School,Bachelors,13,6,16.0,16.0,0,0,0,0.0
7899464,18,F,BGD 3,Y,N,Psychology,N,870.0,201008,COMM 1110,D,ENGL 1101,B,HIST 2111,B,201102,ENGL 1102,C,MATH 1101,C,PSYC 1101,C,On Campus,1,150.0,3.47,SCHOOL 76,High School,High School,Bachelors,13,9,15.0,15.0,0,0,0,0.0
8020104,18,F,BGD 3,Y,N,Theatre Arts,N,1070.0,200808,HIST 2111,D,ENGL 1101,B,ITDS 2735,A,200902,ASTR 1105,C,ENGL 1102,C,MATH 1111,C,Off Campus,1,150.0,2.95,SCHOOL 144,Other/Unknown,Other/Unknown,Bachelors,13,9,17.0,17.0,1306020,1306020,0,216180.0
7825081,18,M,BGD 3,Y,N,Management,N,950.0,200608,HIST 2112,D,ENGL 1101,B,MUSC 1100,B,200702,ENGL 1102,C,MATH 1111,C,ITDS 2746,B,Off Campus,1,69.0,2.69,SCHOOL 130,Other/Unknown,High School,Bachelors,17,13,12.0,9.0,1141980,1187280,45300,509100.0
7964617,18,F,BGD 1,Y,N,Health and Physical Education,Early Childhood Education,990.0,200908,HIST 2112,D,ARTH 1100,B,CPSC 1105,B,201002,ENGL 1101,C,POLS 1101,C,COMM 1110,B,On Campus,1,138.0,3.17,SCHOOL 61,High School,College/Beyond,Bachelors,17,13,16.0,16.0,118140,1418100,1299960,-299280.0
7880482,18,F,BGD 3,Y,N,Biology,N,990.0,201008,HIST 2112,D,BIOL 1215K,B,ENGL 1101,B,201102,COMM 1110,C,ENGL 1102,C,MATH 1111,C,On Campus,1,90.0,2.6,SCHOOL 325,College/Beyond,College/Beyond,Bachelors,15,11,12.0,12.0,0,0,0,0.0
7912717,18,M,BGD 3,Y,N,Psychology,N,1220.0,201008,HIST 2112,D,ENGL 1101,B,MATH 2125,B,201102,COMM 1110H,C,ENGL 1102,C,BIOL 1215K,B,On Campus,0,150.0,3.69,SCHOOL 19,College/Beyond,College/Beyond,Bachelors,20,20,13.0,13.0,0,0,0,0.0
7888860,17,F,BGD 1,Y,N,Management,N,910.0,200508,MATH 1111,D,ENGL 1101,B,MUSC 1100,A,200602,ECON 2106,C,HIST 2111,C,ENGL 1102,A,Off Campus,1,69.0,3.6,SCHOOL 11,No Information,No Information,Bachelors,15,12,12.0,9.0,0,0,0,0.0
7970739,18,F,BGD 1,Y,N,Pre-Business,N,990.0,200908,MATH 1111,D,COMM 1110,B,HIST 2111,B,201002,BIOL 1215K,C,ITDS 2735,C,MUSC 1100,B,Off Campus,1,69.0,3.18,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,15,15,12.0,12.0,673800,1324500,650700,305520.0
7933175,18,F,BGD 3,Y,N,Criminal Justice,N,910.0,201008,HIST 2112,F,ENGL 1101,B,SPAN 1002,B,201102,COMM 1110,C,ENGL 1102,C,POLS 1101,C,On Campus,1,90.0,2.9,SCHOOL 262,High School,College/Beyond,Bachelors,15,12,18.0,14.0,0,0,0,0.0
7863317,18,F,BGD 3,Y,N,Engineering Studies,N,830.0,200508,MATH 1113,F,ENGL 1102,B,HIST 2111,B,200602,ECON 2105,C,POLS 1101,C,HIST 1112,B,On Campus,1,59.0,3.67,SCHOOL 181,High School,High School,Bachelors,14,11,13.0,13.0,0,0,0,0.0
7785844,18,M,BGD 2,N,N,Undeclared,N,1030.0,200808,ECON 2105,INCOMPL,ITDS 2735,B,MATH 1111,B,200902,ARTH 1100,C,MATH 1113,C,CHEM 1151,B,Off Campus,0,0.0,3.43,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,12,10,16.0,16.0,800400,1255740,455340,452820.0
7832644,18,F,BGD 1,Y,N,Undeclared,N,910.0,200608,ANTH 1105,NOT REP,ENGL 1101,B,HIST 2112,B,200702,ECON 2105,C,ENGL 1102,C,COMM 1110,B,Off Campus,1,69.0,3.6,SCHOOL 11,High School,High School,Bachelors,12,12,14.0,14.0,0,0,0,0.0
7836277,18,F,BGD 1,Y,N,Psychology,N,1110.0,200708,HIST 2111,NOT REP,ENGL 1101,B,PSYC 1101,B,200802,ECON 2105,C,ITDS 2735,C,ENGL 1102,B,Off Campus,1,0.0,2.88,SCHOOL 48,High School,Middle School/Junior High,Bachelors,13,9,4.0,4.0,1016760,1189920,173160,917160.0
8016417,18,F,BGD 4,Y,N,Spec Ed: Gen. Curr. - Reading,N,950.0,200708,HIST 2112,NOT REP,ARTH 1100,B,ENGL 1101,B,200802,ENGL 1102,C,PSYC 1101,C,POLS 1101,C,Off Campus,1,0.0,3.47,SCHOOL 34,High School,Middle School/Junior High,Bachelors,12,12,12.0,12.0,0,0,0,0.0
7957569,18,M,BGD 4,N,N,Management,N,950.0,200508,ARTH 1100,C,MATH 1111,C,ECON 2106,B,200602,ECON 2105,C,HIST 2112,C,ENGL 1101,A,Off Campus,1,69.0,2.78,SCHOOL 101,No Information,No Information,Bachelors,16,15,16.0,15.0,0,224640,0,-320640.0
7923862,18,M,BGD 1,Y,N,Health and Physical Education,N,930.0,200708,ARTH 1100,C,ENGL 1101,C,HIST 2111,C,200802,ENGL 1102,C,POLS 1101,C,MATH 1101,A,On Campus,1,138.0,3.33,SCHOOL 322,Other/Unknown,Other/Unknown,Bachelors,16,16,12.0,12.0,0,0,0,0.0
7829207,18,F,BGD 1,Y,N,Biology,N,1190.0,200808,ARTH 1100,C,CHEM 1211,C,CHEM 1211L,C,200902,ENGL 1102,C,HIST 2111,C,COMM 1110,A,Off Campus,1,150.0,3.11,SCHOOL 74,College/Beyond,High School,Bachelors,12,12,18.0,18.0,492360,1296900,804540,144780.0
7954354,18,F,BGD 1,Y,N,Art,N,1030.0,200808,ARTH 1100,C,HIST 2111,C,ENGL 1101,B,200902,COMM 1110,C,POLS 1101,C,ENGL 1102,B,Off Campus,1,69.0,2.68,SCHOOL 293,No Information,No Information,Bachelors,12,12,12.0,12.0,0,0,0,0.0
7764896,18,F,BGD 1,Y,N,History,N,1070.0,200908,ARTH 1100,C,HIST 1112,C,HIST 2112,B,201002,GEOG 1101I,C,PSYC 1101,C,ENGL 1101,B,On Campus,1,90.0,2.64,SCHOOL 46,College/Beyond,College/Beyond,Bachelors,15,15,13.0,12.0,0,1025700,1834440,-202500.0
8002657,17,F,BGD 1,Y,N,Theatre Arts,N,910.0,201008,ARTH 1100I,C,POLS 1101,C,ENGL 1101I,B,201102,HIST 2111,C,PSYC 1101,C,SOCI 1101,C,On Campus,1,150.0,2.93,SCHOOL 106,Other/Unknown,High School,Bachelors,13,13,18.0,18.0,0,0,0,0.0
7872910,18,F,BGD 1,Y,N,Psychology,Theatre Arts,990.0,200608,BIOL 1125,C,MATH 1111,C,MUSC 1100,B,200702,HIST 2112,C,PSYC 1101,C,COMM 1110,A,Off Campus,1,69.0,3.0,SCHOOL 130,High School,College/Beyond,Bachelors,15,15,14.0,11.0,1187280,1187280,0,639840.0
7880638,18,M,BGD 3,Y,N,Psychology,N,870.0,200908,BIOL 1215K,C,PSYC 1101,C,ENGL 1101,B,201002,COMM 1110,C,ENGL 1102,C,GEOL 1110,C,On Campus,1,138.0,2.86,SCHOOL 61,High School,College/Beyond,Bachelors,16,16,16.0,12.0,0,0,0,0.0
7831894,18,F,BGD 1,Y,N,English and Secondary Ed,Communication,1110.0,200908,BIOL 1215K,C,COMM 1110,C,ENGL 1101,A,201002,PSYC 1101,C,SPAN 1002,C,ENGL 1102,B,On Campus,1,69.0,3.28,SCHOOL 141,High School,High School,Bachelors,13,13,18.0,18.0,681480,1418100,736620,621480.0
7935622,17,F,BGD 3,Y,N,Nursing,N,950.0,200708,CHEM 1151,C,CHEM 1151L,C,MUSC 1100,B,200802,COMM 1110,C,ENGL 1101,C,MATH 1101,B,On Campus,1,0.0,2.57,SCHOOL 92,College/Beyond,College/Beyond,Bachelors,12,12,14.0,9.0,0,0,0,0.0
8022993,17,F,BGD 3,Y,N,Pre-Nursing,N,870.0,200808,CHEM 1151,C,CHEM 1151L,C,ENGL 1101,C,200902,CPSC 1105,C,ENGL 1102,C,ITDS 2749,A,On Campus,1,0.0,2.63,SCHOOL 67,No Information,No Information,Bachelors,13,13,13.0,10.0,0,0,0,0.0
7926558,18,F,BGD 3,N,N,Pre-Nursing,N,950.0,200908,CHEM 1151,C,ENGL 1101,C,ITDS 2748,C,201002,COMM 1110,C,ENGL 1102,C,SOCI 1101,B,Off Campus,1,0.0,2.8,SCHOOL 14,High School,High School,Bachelors,13,13,14.0,11.0,654660,1324500,416580,336660.0
7788827,18,F,BGD 6,Y,N,Pre-Nursing,N,830.0,201008,CHEM 1151,C,CHEM 1151L,C,ECON 2105,C,201102,COMM 1110,C,ENGL 1102,C,HIST 2112,C,On Campus,1,69.0,2.83,SCHOOL 27,High School,High School,Bachelors,14,10,16.0,16.0,0,0,0,0.0
8023448,18,M,BGD 6,Y,N,Engineering Studies,N,1150.0,200608,CHEM 1211,C,MATH 1131,C,MUSC 1100,B,200702,HIST 2111,C,MATH 1132,C,ENGL 1101,B,Off Campus,1,0.0,2.93,SCHOOL 2,No Information,No Information,Bachelors,16,13,14.0,7.0,0,0,0,0.0
7935077,18,M,BGD 1,Y,N,Undeclared,N,910.0,200808,CHEM 1211,C,ENGL 1101,C,MATH 1111,C,200902,ECON 2105,C,ENGL 1102,C,MATH 1113,B,Off Campus,1,69.0,3.18,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,13,13,12.0,12.0,0,0,1540080,0.0
7811476,18,F,BGD 1,Y,N,Chemistry,N,990.0,200808,CHEM 1211,C,ENGL 1101,C,CHEM 1211L,B,200902,ENGL 1102,C,MATH 1111,C,MUSC 1100,B,Off Campus,1,69.0,2.58,SCHOOL 24,No Information,No Information,Bachelors,14,10,13.0,13.0,0,0,0,0.0
7919770,18,M,BGD 2,Y,N,Chemistry,N,910.0,200808,CHEM 1211,C,HIST 2112,C,POLS 1101,C,200902,ENGL 1102,C,ITDS 1155,C,COMM 1110,A,On Campus,1,90.0,3.48,SCHOOL 41,High School,High School,Bachelors,13,13,14.0,11.0,0,0,0,0.0
8030837,18,F,BGD 1,Y,N,Biology,N,950.0,200908,CHEM 1211,C,CHEM 1211L,C,ITDS 2748,C,201002,ITDS 1155,C,MATH 1111,C,ENGL 1102,B,Off Campus,1,69.0,3.53,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,16,12,17.0,17.0,0,1324500,2644620,-477420.0
7996679,18,M,BGD 3,Y,N,Chemistry,N,830.0,200908,CHEM 1211,C,ENGL 1101,C,CHEM 1211L,B,201002,ENGL 1102,C,PSYC 1101,C,COMM 1110,B,On Campus,1,150.0,3.23,SCHOOL 78,High School,High School,Bachelors,15,11,19.0,16.0,1412520,1418100,5580,144180.0
7767801,18,M,BGD 4,Y,N,Health Science,Foundations of Business,1110.0,200908,CHEM 1211,C,MATH 1113,C,CHEM 1211L,B,201002,BIOL 1215K,C,STAT 1127,C,COMM 1110,B,On Campus,1,90.0,3.85,SCHOOL 22,High School,College/Beyond,Bachelors,17,17,14.0,14.0,394800,1418100,1023300,-94620.0
8017352,18,F,BGD 3,Y,N,Health Science,Chemistry,830.0,201008,CHEM 1211L,C,COMM 1110,C,ENGL 1101,C,201102,BIOL 1215K,C,SPAN 1002,C,ITDS 1156,B,On Campus,1,138.0,3.19,SCHOOL 410,College/Beyond,College/Beyond,Bachelors,16,13,17.0,9.0,0,0,0,0.0
7977943,18,F,BGD 1,Y,N,English and Secondary Ed,N,1030.0,200608,COMM 1110,C,HIST 2112,C,ENGL 1101,B,200702,ENGL 1102,C,ITDS 2735,C,POLS 1101,C,On Campus,1,69.0,3.0,SCHOOL 3,High School,College/Beyond,Bachelors,12,9,16.0,13.0,0,0,0,0.0
7784630,18,F,BGD 4,Y,N,Nursing,N,870.0,200708,COMM 1110,C,ENGL 1101,C,HIST 2111,C,200802,CHEM 1151,C,CHEM 1151L,C,ITDS 1155,C,On Campus,1,69.0,3.19,SCHOOL 153,No Information,High School,Bachelors,13,10,13.0,13.0,1025220,1233900,208680,589740.0
7982401,18,F,BGD 2,N,Y,Health Science,N,950.0,200808,COMM 1110,C,MATH 1111,C,POLS 1101,C,200902,PSYC 1101,C,THEA 1100,C,ENGL 1102,B,Off Campus,0,90.0,3.5,SCHOOL 31,No Information,No Information,Bachelors,15,15,13.0,13.0,0,0,0,0.0
7806473,18,M,BGD 1,N,N,Political Science,N,1110.0,200908,COMM 1110,C,SPAN 1001,C,GEOL 1110,B,201002,SPAN 1001,C,STAT 1127,C,ITDS 1145,B,Off Campus,1,421.0,2.82,SCHOOL 420,High School,High School,Bachelors,15,12,15.0,15.0,0,0,30720,0.0
8031492,18,F,BGD 1,Y,N,Exercise Science,N,910.0,201008,COMM 1110,C,ENGL 1101,C,MATH 1111,C,201102,ENGL 1102,C,HIST 2112,C,THEA 1100,B,On Campus,1,150.0,2.9,SCHOOL 67,High School,High School,Bachelors,13,12,16.0,16.0,0,0,0,0.0
7769624,18,F,BGD 4,Y,N,English Language/Literature,N,1070.0,200908,CPSC 1105,C,HIST 2111,C,STAT 1127,C,201002,ENGL 1102,C,MUSC 1100,C,POLS 1101,C,On Campus,1,150.0,2.46,SCHOOL 235,High School,High School,Bachelors,15,15,14.0,14.0,497640,1025700,528060,287640.0
7906611,18,F,BGD 1,Y,N,Communication,N,950.0,201008,CPSC 1105,C,PSYC 1101,C,COMM 1110,B,201102,BIOL 1125,C,HIST 1111,C,ENGL 1102,B,On Campus,0,150.0,2.4,SCHOOL 499,No Information,No Information,Bachelors,15,15,15.0,15.0,0,0,0,0.0
7964655,17,M,BGD 3,Y,N,Computer Science - Systems,N,530.0,200708,CPSC 1301,C,MATH 1111,C,MUSC 1100,C,200802,ENGL 1102,C,HIST 2112,C,MATH 1113,C,On Campus,1,150.0,2.53,SCHOOL 54,Other/Unknown,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0
7785590,17,M,BGD 6,Y,N,Information Technology,N,1030.0,201008,CPSC 1301,C,CPSC 1301L,C,ECON 2106,C,201102,HIST 2111,C,LEAD 1705,C,ENGL 1102,B,Off Campus,1,69.0,2.8,SCHOOL 130,High School,Other/Unknown,Bachelors,16,16,14.0,14.0,0,0,0,0.0
7918378,18,M,BGD 1,Y,N,Criminal Justice,N,950.0,200508,ECON 2105,C,ENGL 1101,C,HIST 2112,C,200602,ARTH 1100,C,ENGL 1102,C,MATH 1111,C,On Campus,1,90.0,2.89,SCHOOL 72,No Information,No Information,Bachelors,12,12,14.0,14.0,0,0,0,0.0
7786047,25,M,BGD 1,N,Y,Management,N,950.0,200608,ECON 2105,C,ENGL 1101,C,SPAN 1001,A,200702,ECON 2106,C,SPAN 1002,C,ENGL 1102,A,Off Campus,1,69.0,3.26,SCHOOL 16,No Information,No Information,Bachelors,16,15,18.0,12.0,0,240120,0,-431640.0
7771093,18,M,BGD 1,Y,N,Undeclared,N,530.0,200808,ECON 2105,C,ENGL 1101,C,HIST 2112,C,200902,ENGL 1102,C,HIST 2111,C,MATH 1111,C,Off Campus,0,69.0,3.13,SCHOOL 141,College/Beyond,College/Beyond,Bachelors,15,11,15.0,15.0,702600,1306020,603420,234420.0
7977839,18,F,BGD 3,Y,N,Pre-Nursing,N,790.0,201008,ECON 2105,C,ENGL 1101,C,CHEM 1151L,A,201102,CHEM 1151,C,ENGL 1102,C,MATH 1101,C,Off Campus,1,0.0,3.0,SCHOOL 1,Other/Unknown,Other/Unknown,Bachelors,13,9,12.0,12.0,0,0,0,0.0
7988430,18,M,BGD 1,Y,N,Engineering Studies,N,1190.0,200508,ECON 2106,C,ENGL 1101,C,HIST 2112,C,200602,CPSC 1301,C,ECON 2105,C,ARTH 1100,B,Off Campus,1,69.0,3.25,SCHOOL 10,No Information,No Information,Bachelors,12,12,12.0,12.0,0,0,0,0.0
7982997,18,F,BGD 1,Y,N,Joint Enrollment - Accel,N,990.0,200808,ECON 2106,C,MUSC 1100,C,ENGL 1101,B,200902,ENGL 1101,C,MATH 1111,C,ITDS 2735,A,Off Campus,1,69.0,3.5,SCHOOL 34,College/Beyond,College/Beyond,Bachelors,13,9,13.0,13.0,0,217920,0,-217920.0
7856595,18,M,BGD 2,Y,N,Pre-Business,N,910.0,200908,ECON 2106,C,THEA 1100,C,ENGL 1101,B,201002,ECON 2105,C,PSYC 1101,C,ENGL 1102,B,On Campus,1,150.0,3.69,SCHOOL 71,High School,College/Beyond,Bachelors,13,12,17.0,12.0,1354380,1418100,63720,256680.0
7796721,19,M,BGD 1,N,N,English Language/Literature,History,950.0,200908,ENGL 1101,C,HIST 2111,C,HIST 1112,B,201002,ENGL 1102,C,HIST 1111,C,HIST 2112,C,On Campus,0,190.0,2.93,SCHOOL 66,High School,High School,Bachelors,15,15,12.0,12.0,935040,1418100,483060,307620.0
7798648,18,F,BGD 1,Y,N,Undeclared,N,950.0,201008,ENGL 1101,C,GEOL 1110,C,MATH 1111,C,201102,BIOL 1215K,C,ENGL 1102,C,POLS 1101,C,On Campus,1,150.0,2.5,SCHOOL 67,No Information,No Information,Bachelors,15,15,16.0,16.0,0,0,0,0.0
7770497,18,F,BGD 3,Y,N,Criminal Justice,N,870.0,200508,HIST 2111,C,MATH 1111,C,ENGL 1101,B,200602,ENGL 1102,C,MATH 1113,C,PSYC 1101,C,On Campus,1,188.0,2.63,SCHOOL 228,College/Beyond,College/Beyond,Bachelors,12,12,18.0,18.0,0,0,0,0.0
7834609,18,M,BGD 4,Y,N,Chemistry,N,1030.0,200608,HIST 2111,C,THEA 1100,C,ENGL 1101,B,200702,COMM 1110,C,MATH 1111,C,ENGL 1102,B,On Campus,1,176.0,3.19,SCHOOL 111,High School,High School,Bachelors,15,15,16.0,16.0,0,1176420,1530540,-299160.0
7812847,18,F,BGD 1,Y,N,Pre-Business,N,870.0,200908,HIST 2112,C,SPAN 1001,C,ENGL 1101,B,201002,MATH 1111,C,POLS 1101,C,ENGL 1102,A,Off Campus,1,69.0,3.0,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,16,12,15.0,15.0,1002540,1316580,314040,585120.0
8004248,18,F,BGD 3,Y,N,Marketing,N,910.0,200608,MATH 1101,C,MUSC 1100,C,LEAD 1705,B,200702,COMM 1110,C,HIST 2112,C,THEA 1100,B,Off Campus,0,69.0,3.13,SCHOOL 11,College/Beyond,High School,Bachelors,14,11,13.0,13.0,0,0,0,0.0
7867735,18,F,BGD 6,N,N,Art,Communication,990.0,200508,MATH 1111,C,POLS 1101,C,ENGL 1101,B,200602,CPSC 1301,C,PSYC 1101,C,COMM 1110,A,On Campus,0,1078.0,3.64,SCHOOL 212,College/Beyond,College/Beyond,Bachelors,15,15,18.0,18.0,0,1270680,1639140,-18000.0
7984413,18,F,BGD 3,Y,N,Criminal Justice,N,950.0,200908,MATH 1111,C,SOCI 1101,C,ENGL 1101,A,201002,BIOL 1125,C,HIST 1112I,C,CPSC 1105,B,On Campus,1,0.0,2.93,SCHOOL 130,High School,High School,Bachelors,15,15,17.0,15.0,1418100,1418100,0,231900.0
8002742,18,M,BGD 3,Y,N,Marketing,N,790.0,200808,ARTH 1100,D,ECON 2106,C,ENGL 1101,C,200902,ECON 2105,C,MATH 1101,C,ENGL 1102,B,Off Campus,1,69.0,3.0,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,12,9,12.0,9.0,0,1255740,5999940,-347580.0
8019052,18,F,BGD 1,Y,N,Undeclared,N,1150.0,200808,ARTH 1100,D,HIST 2111,C,ENGL 1101,B,200902,GEOL 1110,C,PSYC 1101,C,ENGL 1102,B,Off Campus,1,69.0,3.53,SCHOOL 130,High School,High School,Bachelors,14,10,16.0,16.0,0,1255740,2009940,-347580.0
8034457,18,F,BGD 1,Y,N,Early Childhood Education,N,1030.0,200908,ARTH 1100,D,SOCI 1101,C,CPSC 1105,B,201002,ENGL 1102,C,HIST 2111,C,ITDS 1156,B,On Campus,0,138.0,3.2,SCHOOL 141,No Information,No Information,Bachelors,16,16,17.0,17.0,0,451620,0,-417420.0
7820341,18,M,BGD 3,Y,N,English Language/Literature,N,870.0,200908,ASTR 1305,D,ASTR 1105,C,ENGL 1101,C,201002,COMM 1110,C,POLS 1101,C,ENGL 1102,B,On Campus,1,90.0,3.2,SCHOOL 52,High School,High School,Bachelors,16,13,12.0,12.0,711720,1418100,706380,222300.0
